ID,Reviews_Summary,Prediction
505833,Great sugar-free cookie!,1
193618,"Reasonably Priced, Well -Balanced Blend",1
417860,They got more than they expected for out in the country,1
45429,great product,1
353526,Great as an after dinner dessert,1
27817,For the macros what do you expect,1
431341,OooH Yummy!,1
216794,Great toy for an energetic dog,1
394468,"tasty, firm fish",1
425926,Masala Chai,1
503466,Stewded onions,1
469026,Berry Berry Kix,1
452408,Favorite k cup,1
451028,So Yummy,1
94607,Chewing Heaven,1
249583,Great product,1
146474,LOVE this product!,1
132715,"great beans, great buy",1
286560,Really Good and Gluten Free,1
429977,Wonderful Service.  Great product.,1
304197,My dogs love them!,1
524117,"yes it's great, but this price is outrageous",1
370344,"Crunchmaster Multi-Grain Crackers, 40 ounce",1
153426,Second Favorite K-Cup Coffee,1
493288,All I hoped for and more!,1
87983,Everyone else is crazy! :D,1
190295,Do Not Buy Here,1
14781,tasty and gave me a giggle,1
200603,Great!,1
47449,Ultimate Snack Food,1
290030,excellent cookie,1
343675,awesome tasting cookies,1
296915,Crazy Addicting,1
33711,Be sure to rinse them well,1
68403,"Good quality with a quaint, natural taste",1
441765,I am an adult with GERD,1
106803,"excellent, quick service",1
49672,Worth every penny,1
234676,An Old Family Recipe,1
354686,Shipping is fast,1
372362,Amazing,1
5805,Junk Food @ It's Best..........,1
474967,Dogs like it. I love that Amazon carries it...,1
508039,These chips will make you fat,1
224241,"Speaking for my dog, these are essential to happiness",1
507370,Good Morning Coffee,1
137545,Extra Virgin Coconut Pil,1
482341,Keep Coming Back,1
388705,Love these!,1
374368,Nuts for fans,1
90015,Great price when purchased as a subscription! Delicious Trail Mix!,1
99940,Excellent product 100% recomended,1
237836,Good stuff,1
408070,"taste of the wild canned dog food for all lifestages, Pacific stream canine with smoked salmon formula(pack of 12)",1
324250,Yummy,1
385552,Great product and value,1
226112,Great deal on K-cups!,1
25467,puppy nirvana,1
92609,Awesome!,1
267020,Good vinaigrette,1
256913,Great little plant,1
207956,YUM!,1
521598,Good coffee,1
131896,Great treat for my puppy,1
86192,Excellent salt,1
516196,great,1
74526,Love the green tea,1
303581,The best,1
104589,"Natural, Raw, and Delicious!",1
29035,Very Happy with it!,1
123397,Chocolate Puerh,1
435630,Excellent Choice,1
439343,Maggi,1
427278,Jamica Me Crazy Coffee,1
14880,Great coffee,1
433051,Kellogg's Frosted Rice Krispies,1
453407,Deliscious,1
358484,If you love licorice,1
480828,An All Natural Winner,1
157704,Organic and Tasty,1
125595,Simply the best,1
404680,Frontier Garlic Flakes,1
135280,These are perfect,1
463719,Dark Chocolate at its Best,1
342268,Delicious and addictive!,1
36355,nice product stevia,1
71245,light iced tea,1
200700,"expensive, but worth it",1
96154,So delicious!,1
16223,Great Taste and Price,1
399850,Awesome!,1
252138,YUMMY,1
378551,Simply DDDDDDDDDDDelicious,1
254360,My dogs favorite treat,1
342589,Better than Expected!!!!,1
223965,Grove Square,1
474274,Great deal!,1
471044,My little yorkie is 14 years old and developed digestive problems a couple of years ago,1
287835,great bread!!,1
391190,Great product!,1
392690,Mrs. May's Trio Bars,1
198773,Sparkling!!,1
156219,Chocolate Twizzlers ... mmmmmm,1
83886,Dried Ghost Chili Peppers,1
248129,The food tastes delicious!! Best salt we ever used,1
276363,tasty Maybe beneficial,1
456794,Worth the Price but hard to find!,1
289250,Great product & service,1
405282,Similac Advance Liquid Formula,1
489453,Pure Chocolate Dream,1
389108,Great baking time saver!,1
89250,Perfect Party Favors or Stocking Stuffers,1
481785,YUMMIE VEAL PATTIES,1
133121,Very tastey,1
311454,Better Than Sugar!,1
31500,A great treat and clean teeth!,1
90454,Amy,1
314434,I am most pleased...,1
120389,Wonderful!!,1
461272,Big Blast 7 ct small size,1
494284,Love the taste and at a great price,1
520197,Fluffy Popcorn,1
520293,Delightful flavor with intense burn,1
27480,Amazons Best Coffee,1
242857,Best honey I have ever tasted - addicted!,1
497842,Soothing and Refreshing,1
209545,good stuff: from the Beaver State .,1
406684,"Great for salads, tasty and wonderful to cook with",1
153942,What a cool story!,1
334212,Yummy!!!!!!!,1
464155,Delicious,1
88980,Nothing else works,1
514618,Happy Hips are a Hit with Dog and Owner,1
399017,These are good!,1
249666,Very good gluten free cracker choice,1
372583,Sweet nectar of the gods,1
342761,Good Halloween candy,1
129134,The Best Wet Cat Ever - Whiskas Perfectly Fish Tuna Entree,1
109966,YUM m m mmm,1
114766,You have to pull off a strip and hide the rest,1
347550,Loving the Tazo Chai!,1
304150,My dogs love them!,1
207612,Very tasty!,1
21239,Ignore the poor reviews,1
410855,Delicious,1
24890,A great treat for those of us that chew!,1
135840,Delicious!! YUM!,1
476759,"OMG, HOW DID I EVER LIVE WITHOUT THIS????",1
296318,What's not to like?,1
186006,Perfect for homemade marshmallows,1
412001,Good but Crumby,1
60502,Extremely good pasta!,1
429968,Love this product!,1
169645,great,1
186624,love this tassimo late,1
268066,HOT HOT HOT,1
152743,"What can I say, it's PAM",1
74150,Delicious!,1
233412,On point,1
66152,The Best Macaroni and Cheese ever!!,1
259969,Good dog treat,1
202137,A lovely treat!,1
258218,You won't find anything else like this!,1
355774,great product,1
408512,Great taste no calories,1
185096,You can't even imagine how good these are.,1
440946,Will never have to give up my PBJ Smoothies on HCG Diet!!! Yayz!!!,1
334110,I love these,1
96901,Highly addictive! Great with beer,1
481061,Great Green,1
61889,Love my noodles!,1
512320,"Great Espresso, Robusta Causing Headaches",1
244227,"great product, good price",1
371989,great marinade,1
45786,Great Minty flavor,1
484465,Great coffee at a great price,1
302184,I like these things,1
429386,Best Senseo Pod,1
440111,"Great formula, but better prices elsewhere",1
156829,LOVE it,1
211309,Best candy ever,1
443394,SO SOFT Fruity Gummy Gushers!!,1
68784,My Papillon and Bischon Love These!,1
496963,The Best!,1
34697,First Class Service and Product,1
54240,the best in the west,1
441780,Avoderm is my cats favorite food!!,1
171169,Lundberg Organic Rice Cakes are Excellent !,1
23035,egg fettuccine,1
408405,delectable and soothing,1
185638,I'd like to get more.,1
265512,Great for babies 6+ and kid that will not eat their veggies!,1
186432,best product ever!,1
322948,"Bragging on ""Original Flavor""",1
213284,Happy Pho makes me happy,1
328669,Great Help for Bad Breath!!,1
184877,Just the Best Curry,1
128126,Nice Dish,1
263314,Santa Fe refried Beans Ar Great,1
413132,I use this on any steak I grill,1
343539,What a Wonderful Snack!,1
470023,LOVE these cookies,1
418137,I love these mints!,1
475886,Yummy!,1
514624,YUMMY....Happy Hips-Chicken Treats!!!!,1
463687,One of the best across the US,1
402653,Nice!,1
400629,Great Tea!,1
435490,Best mix!,1
378632,Haribo Raspberry review,1
391227,The only fish food my dog will eat,1
479686,Great choice,1
371428,Excellent Crispbread! The best crispbread and very helthy!!!!,1
373535,Great tasting drink,1
222628,Cats doing very well on this food,1
400106,Great price and high quality,1
174210,Really Helpful,1
134903,Purr-fect!,1
104764,AMAZING,1
37342,A must have for every pregnant woman,1
183268,My dogs love this stuff from Uruguay,1
389056,Excellent Coffee,1
3727,"Sugar Free, Salty Goodness",1
398027,Great product,1
115411,Just what I expected...wish the shipping cost were lower,1
103490,"Peanut Butter Is One of The Food Groups, Right?",1
519598,BROWNIES!!!!!!,1
398731,best on the market,1
38230,happy owner!,1
248600,Dog Loves 'Em,1
103563,oatmeal's best friend,1
120562,Liquid Crack,1
203127,I Absolutely LOOOVE Black Raspberry.....,1
42405,The Best!!,1
97133,by far the best sardines I have ever tried!,1
75522,Excellent product,1
307021,Lychee Drink,1
372915,Great chips!,1
242630,Strawberry Fields Forever,1
304575,Greenies...yum!!!,1
431936,Great value for the cost...,1
415774,Yummy Decaf,1
324819,Fabulous Cereal!!!!,1
359177,"Banana Ketchup? Are you kidding? Absolutely, not!",1
496892,Nice,1
502738,"Good value, good flavor and a good boost - perfect for Soda Stream!",1
436193,"Irish Creme from cofee masters, the best",1
165174,Passed the test,1
214060,"Delicious, but expensive drink",1
525418,Yummy chicken,1
383092,Cats approved!,1
502766,Very good!,1
49976,Good taste at Best Price,1
521911,Buried treasure...,1
434265,Rich Hot Chocolate,1
162779,Terrible sticky mess - but the baby loves them,1
366553,I would give this 10 stars if I could!!!!!!,1
316329,Barney Butter,1
79413,Same great taste but in a smaller package,1
419559,Excellent k-cup coffee,1
383943,The best !,1
244253,Beneficial Sweetness,1
162816,"Good product, and good deal.",1
107216,Great Popcorn,1
120979,Best flavor for Tootsie Pop,1
496205,Tastykake Junior,1
269946,good,1
456979,support American small farmers doing the right thing,1
97771,For those who enjoy playing with their food,1
404012,Love SF Red Bull,1
73022,OUTSTANDING FLAVOR,1
108169,excellent,1
187273,Very Pleased!,1
339971,Great product with many uses.,1
300942,Delectable!,1
222207,"Awesome product, Awesome results",1
374884,hazelnut k-cups,1
326580,Finally a protein bar I can digest,1
367576,Delicious,1
473400,Best bulk rate,1
33517,"Dear lord, thank you for sending me miracle noodles...",1
37937,Very much like Callard & B,1
109815,Perfect juice if you want real flavor,1
479253,Love it.,1
128381,tasty,1
297683,Tasty and filling,1
97073,Yum!!!,1
71889,When ever your feelin good and hungry its Skyline Time!,1
434375,Best coating mix I've found,1
374880,Delicious,1
368452,WOW!,1
358251,Tasty!,1
122621,Good with anything,1
326560,Very Satisfied!,1
471405,Good hot cereal for one who doesn't usually like cereal,1
126991,Fast Mover - Everybody Loves Them!,1
449534,Cats Love This; Doesn't Smell Like Bad Cat Food,1
77771,Wonderful pastas.,1
106763,Way better than soy sauce,1
228634,Pumpkin Spice Latte,1
263968,Van Houtte chocolage rasberry  K-Cup,1
59058,BEST tasting protein bar!!!,1
213072,Big fan of these!,1
53524,Excellent seasoning!,1
336957,Just like at the movies,1
293180,Quick and Tasty,1
343281,u can put anything on these,1
267844,Just Like I Remember,1
400221,Honest Review of this 24 pk jerky chew,1
309303,Peanut Butter of a different kind,1
139975,great,1
164438,Great herbal tea for cramps,1
172436,great tea,1
71213,Rosso Magnifico - Excellent Wine at 5 Gallons!,1
505876,great cookies,1
242060,MRE for civilians,1
385044,Easy to make and very tasty!,1
162440,Smooth as silk,1
319530,Grove Square Cider Cups Keurig K-Cup,1
154461,I love Chinotto,1
95651,Yes!!! Love it!!!!,1
384484,Bobs Red Mill Muesli,1
88957,Tasty Treats,1
242014,Great treat,1
525538,Just like remember !,1
49538,Love it!,1
338757,My standard breakfast tea when I need a little kick in the morning.,1
404041,Great snack!,1
481487,Best Candy Ever!!,1
486858,Love this mix,1
219369,"Earthy, Grassy, Mild Green Tea",1
391822,Great Honey Cure,1
58948,My all-time favorite licorice,1
512830,Excellent espresso,1
97502,"""Coffee As Good As It Gets""",1
385124,GREAT PRODUCT- GREAT SERVICE,1
408296,Good stuff.,1
38485,Awesome appetizer!,1
316808,Excellent,1
139783,Yummy!  Wild Ride Hickory is my favorite!,1
395440,Learned to love this in Kenya,1
477771,Perfect Training and Anytime Treat,1
275256,Very nice,1
170607,"BEST ""GOURMET"" ALL BONELESS/SKINLESS SARDINES EVER EATEN",1
523791,delicious!,1
55874,Love this stuff,1
62550,you are not likely to know it is gf,1
281272,Good product,1
175046,This is good ice cream,1
514926,Great for training,1
499511,Great Value!!!,1
285689,"French Roast, Whole Bean Coffee",1
376561,Love these Bars,1
107954,Chocolate Chip Cookies,1
253376,Great Snack,1
489422,Favorite no-cal sweetener,1
283099,Shipping problem solved.,1
498497,May Knot,1
24450,The real deal !!!!,1
202509,Love them.,1
479941,Love it,1
47464,Fan-friggen-tastic,1
318079,Best Pop Chips Ever!,1
40293,Tea time in the U.S.,1
260863,very nice,1
1960,great snacks,1
431351,By far my favorite chips,1
498675,Best dog treats yet! =),1
394788,Love it!,1
21033,"Tastes Like Regular French Roast, but Easier on the Stomach",1
42610,Wonderful,1
390020,"AWesome for you, Great benifits!",1
24986,Better than anything you've ever had,1
342052,Nice coffee substitute,1
493038,Yum!,1
428642,Nabisco Ritz Bits,1
109631,Great Pet Snack,1
2396,great alternative to bottled green tea,1
325827,REAL taco seasoning!,1
108791,Equal sugar substitute in the  blue packet,1
5256,Patchi Love,1
313962,"Tasty, not too sweet",1
324709,Everyone from Pennsylvania !,1
129365,The Best Syrup!,1
113373,Mementa Tea...Who Knew?,1
299720,5 Stars for the product- Not so great for the seller,1
396794,Love these croutons!!,1
244316,Perfect summer treat!,1
437226,Good buy,1
3281,"Unique and tart flavor, delicious!",1
464295,Love it!,1
455603,Blueberry K cup YUMMO!!!,1
133394,Food Critics Abound,1
341021,These taste great,1
298694,Savory Seaweed Snacks,1
19584,AM NEVER WITHOUT TEENIE GREENIES,1
303714,Wolfgang Puck Hawaiian Hazelnut K-Cup Coffee,1
4483,Tasty and Healthy Snack,1
330105,"Works, economical alternative to other 'diet' teas",1
90019,great snack,1
35432,Love coffee and this one does not upset my stomach!,1
100851,Looking every where for these,1
68196,My favorite flavor,1
407315,Fantastic,1
89422,love this,1
502324,"Stephen's Gourmet Hot Cocoa, Cherry Chocolate, 16-Ounce Cans (Pack of 6)",1
40398,Best Tea ever,1
348453,My dog loves these!!,1
55438,It's my new best friend!,1
326408,great tomatoes,1
78427,Great for cooking and baths,1
10002,loose tea,1
190502,More to Love Peanut Butter M&Ms,1
171756,"Excellent to relieve muscle, joint pain, sleeplessness",1
8916,Deserves more than a 5-star review,1
510947,Downright Addictive!,1
218362,Island Coconut K-Cups,1
134425,"These are special, very good",1
224656,Great Crackers But?,1
135554,Great Treats for your Pet,1
211269,Best thickening agent ever for fruit pies etc.,1
102104,Love this stuff!,1
77305,Great way to help people,1
103924,NCS,1
408538,"Refreshing, clean, dulcet",1
520,A tang that packs a punch!,1
159954,Best decaf coffee for Keurig...,1
73203,Good Bone for small dogs,1
218969,2 alarm chili kit,1
476755,My daughter's favorite,1
107828,The Cat's Meow,1
239941,"YUMMY, easy to make, and healthy alternative",1
120381,Well done,1
74916,so yummy,1
332655,"Optimal balance, not too sweet, but enough so",1
92093,Mrs. Grass Chicken Soup Mix,1
211497,Strawberry Lover's Dream & Great Value!,1
8797,my favorite,1
290111,it's a party for your vegetables!,1
125239,Very Smooth,1
520026,Absolutely the yummiest of the Blue Diamond flavored almonds,1
445604,"Great Price, Great Taste, Great Sushi!",1
345538,Excellent Product!,1
379293,Great steaks,1
372995,Awesome and delicious!,1
214532,Our dogs love these,1
461177,FABULOUS LOLLIPOPS,1
519971,Mostly lime!,1
112866,Love it!!!,1
122451,Great for making rum,1
119856,So good.....,1
223489,unfortunately my dogs love these,1
217698,These are great,1
421435,Even the envelope was aromatic!,1
328325,Caribou Coffee K Cups,1
270805,great cup of joe,1
113431,Great taste!,1
410747,The best Mexican mocha powder,1
412247,BPA? Yes and no...,1
222434,Amazing!,1
181069,Great food,1
478258,Great Choice for Senseo,1
170660,Great Product,1
197855,Yum!,1
206772,It's got my vote!,1
469253,Amazon's Friskies Cat Food,1
166657,tea review,1
185631,This Stuff is Awesome,1
238366,Thick & Smokey,1
63881,Great in yogurt,1
446952,Great Stuff here,1
480140,Looking for a strong mint? Look no further!,1
24829,Spice Chai,1
366822,Similac is a good brand,1
144528,White Rice Bread,1
266765,So good it'll make you dump,1
87562,Best flavor,1
346751,Wisconsin Summer Sausage,1
331437,Wonderful,1
243833,Comes in a tea bag...,1
446841,Couldn't find it anywhere else!,1
54926,A+++ for Taste of the Wild,1
217679,"Fast, Easy, Delicious",1
387003,Coffee supreme,1
444746,"Caliope""s Tea Time",1
242989,No bitterness,1
516162,Fantastic!!,1
380363,Great,1
142370,happy coffee drinker,1
123922,Pill pockets,1
105160,Looking for Fig Newtons? Look Elsewhere. Cookie? YUM!!,1
430979,Great Product,1
436063,My dog loves them,1
9734,MY SPHYNX CAT REACTS TO IT,1
262893,There is no other vnegarette like it!!,1
48159,"Smooth, rich, dark.",1
221261,Yummy,1
430253,Jelly beans,1
432047,I Can't Believe I Almost Passed On This One!,1
367921,Oh'Henry,1
124078,Our cat loves them for his pills,1
451128,Great taste but too big,1
198430,my son loves it,1
175067,Coo coo for coconut,1
283708,BON APPETIT WINE COUNTRY GIFT BASKET/AMAZON,1
14799,Great stuff,1
450573,Theater Style Popcorn at Home,1
245185,Loved by the entire pack,1
132436,Awesome everything packet for cooking all things indian.,1
475575,My Guys love it!,1
438099,The best hot chocolate in the world,1
261790,Haribo makes the best Gummi Candies,1
81480,Tastes great and not loaded with corn syrup or sugar,1
354835,"Good coffee, and much more affordable",1
65914,Good Product,1
275430,Like it Strong,1
462288,Best cat food ever?,1
98653,A Great Tast without All the Caffeine,1
68599,Love this tea!,1
264289,evaporated goat milk better than powdered,1
133962,First time purchaser!,1
386030,The best in the west,1
112690,Great taste and texture!,1
339045,love the hemp seeds,1
489726,Pretty good dark roast,1
25448,Pretty perfect,1
17301,great!,1
480572,Best Price!,1
336099,Delicious Candy,1
205105,Authentic Italian Tomatoes!,1
489170,Presto self rising flour,1
404494,good seasons salad dressing review,1
80013,Great price for daily dog treats,1
498075,Great product,1
97747,excellent choice and service,1
297943,The name says it all,1
507090,Earl Grey- who knew it was this good?,1
346565,Review helped a lot!,1
447292,Just as I remembered...,1
260629,A Good Cup of Tea,1
410909,best eggnog and reasonable price,1
352757,My cat will BEG for his medicine just to get this treat!,1
111480,Excellent,1
267914,Celestial Seasonings Devonshire English Breakfast Black Tea,1
126855,Spicy and tasty!,1
359368,Cure Alzheimer's With Tumeric,1
278276,LOVE THIS STUFF!!,1
373831,MY PUPPY LOVES THEM,1
372472,Perfect Snack for everyone,1
492472,This food rocks for our pooches!,1
92494,Dogs favorite treat,1
491364,Healthy dog treats,1
39910,french mustard,1
93619,Bella says 'yum',1
462419,Filling and low fat.,1
406794,yum,1
441458,A Great Candy!,1
268444,Hooray for Hydration,1
120201,Wasabi Lovers Rejoice! These Wasabi SoySauce Blue Diamond Almonds Taste Fantastic!!,1
391532,Best overall Pod coffee,1
252354,excellent iron-rich baby/toddler hot cereal,1
380878,Amazing Quality of Teas,1
418332,THERE EXISTS NO BETTER GOURMET SOURCE!!!,1
397350,It's All About the Flavor!,1
311912,Pop Rocks ROCK!,1
202938,Amazing Meal ORIGINAL,1
25835,Great Flavor,1
86465,Great Treat,1
497715,Really tastes like french toast,1
461904,Great quality tea,1
60079,tastes good,1
271617,Community Coffee,1
331058,great!,1
115483,Necessary for the 'good life.',1
334343,Jet Fuel Dark Roast,1
5226,Best gravy mix on earth,1
44968,Great product,1
319110,Great Taste,1
89659,On time - exactly as ordered.,1
224925,Tasty and Healthy,1
506955,Basis for a satisfying lunch or appetizers,1
94199,Great Bang for the Buck!,1
512840,Lavazza coffee,1
388485,Tea,1
343231,Sweet Pears,1
107607,pill pockets for cats,1
322673,"Great tasting Ice.,,,",1
20943,Tasty Treat on Toast,1
145395,Caribou Wins Hands Down,1
145771,Great,1
457787,"Maple Syrupn, Grd B",1
423434,Petit Beurre Biscuits,1
327658,Fantastic,1
433738,Great Tea,1
173802,The secret's out...,1
105844,None Better,1
346852,the only salt I use--except herbamare and trocomare,1
405095,Misleading product count,1
161163,Affordable Hair Care!!,1
508181,Good quality sausage casing,1
496817,KIND,1
287225,Fabulous tea,1
72911,Super fresh and good,1
1433,Hot Hot Hot,1
483468,Da Bomb,1
323043,Earl Grey,1
209100,worth the price - bouillon with quality ingredients,1
497473,BEST CHAI BLACK & GREEN TEA,1
58808,Organic Green Mountain Dark Roast,1
448049,Good price for the quantity :),1
357089,tea,1
449636,best syrup that's not from a maple tree,1
187859,Good decaf,1
389723,At this price point this is great,1
182896,The Answer for the Healthy Baker!,1
157494,Chicken,1
196918,A nice cuppa,1
382608,Insanely yummy,1
397898,good taste comes in small packages,1
502387,Madagascar vanilla beans,1
276765,A kitty favorite!,1
506737,"Very cheesy, light, crunchy, and no MSG!",1
435050,Great product at a great price.,1
47420,Maybe too awesome,1
30111,Grade B maple syrup rocks!,1
417346,Most delicious popcorn ever!,1
28131,From the USA not China,1
462524,Best Pizza Flour ever,1
296501,LOVE this!,1
461777,"If you like Blue Diamond Nut-Thins Crackers, you'll love these.",1
221486,PURINA Beneful Original Dog Food,1
231624,really works,1
56921,My favorite tea K-Cup,1
83142,Bits.....OF DELICIOUSNESS!,1
171942,"Excellent,just what I expectedExcellent",1
498503,A Honey Of A Purchase,1
277096,huge price increase!!!!,1
497099,Walnut and date,1
67055,Delicious and Good For you Too,1
433014,why such a short supply?,1
51464,Comments from a professional chef,1
162386,Candy in a bag,1
211272,good stuff,1
332441,Once you pop - you can't stop!,1
351775,Fragrant chamomile tea,1
518735,Awsome flavor,1
446695,Great color,1
380162,perfect everytime,1
513411,Tastes great,1
296129,The Best Chili Sauce,1
351867,I'm a believer,1
448725,Tastes pretty good,1
454700,Tasty and Healthy!,1
523961,Kraft Mac and Cheese With Cauliflower,1
101050,I guess he likes it!,1
449156,PoPchips,1
298118,roland tahini,1
330845,great,1
254636,Great Trap,1
48210,Great Salami,1
411809,Excellent product...,1
319193,favorite coffe,1
169771,Dogs LOVE these treats,1
285206,TOO TASTY!,1
345008,Mittens Loves The Greenies,1
353525,k-cup Goodness,1
170997,unbeleivable!,1
94269,Best in the Universe!,1
243368,Yum!,1
406247,These are quickly gobbled. . .,1
437300,Do Not Buy Here,1
388424,"You say tomato, I say amazing",1
98910,really good tea,1
349679,Love it!,1
523774,PB2,1
362758,so smooth,1
114824,Yummmmmmy!,1
205728,Drink healthy and stay healthy,1
344093,My family's favorite flavored coffee,1
355048,Lower Fat than the others,1
269865,My exclusive relationship with Good Earth Original tea,1
25224,Makes the entire process of preparing dog food so easy,1
84230,Satisfied customer,1
135875,These are addictive,1
115247,Quick Response from Molasses Company -- Recommend Highly -- Reneg on Previous Review,1
1841,Delicious waffles!,1
458124,Been eating it for years,1
422371,Loved these Capsules -- worked for me,1
421914,Loved these Tartlets,1
499159,The best iced tea ever,1
3400,"OMG, What a life saver",1
116870,Amazing!,1
482159,It's insanely delicious,1
105438,Love this product,1
121534,Guiltless Tarts,1
174385,High Quality Matcha,1
233425,Go easy if you are used to teabags,1
71625,I feel good about giving my dog this product,1
288655,The best beef jerky ever.,1
287640,Taste is excellent and the price was right,1
167748,Helpful Lactation Aid,1
364422,"great product, worth every penny",1
225553,Simply the best licorice you will ever eat!,1
367706,My husband loves it!,1
275744,Good stuff.,1
357855,A great plain tea,1
9328,Yummy!,1
395433,JUMBONES - (small/Medium dogs),1
165217,Wonderful tea,1
165105,Dogs love these!!,1
381058,Tried it...loved it...now my favorite herbal tea,1
207616,Best Chutney EVER,1
40344,Some of the BEST tea I've tasted,1
242283,"Bought it for him, want it for me.",1
156459,This is really good!!,1
16683,Odd but delicious,1
306908,Great!,1
240802,so convenient!!!,1
513988,Very pleased,1
244246,Tea with benefits,1
132536,The Best Chips,1
451823,great product,1
97252,Holiday Tea Individual Packs!,1
19497,Great,1
330667,Birthing Miracle Tea,1
413088,My fish is thriving,1
395323,The best vegan chocolate chips!,1
226842,Great decaf green tea,1
440068,Delicious coffee!,1
291459,Excellent Service/Product,1
81242,Great Orchid addition,1
207994,very satisfied with the flower arangement,1
97793,FAMILY ABSOLUTELY LOVED THIS PASTA!!,1
501259,easy to use,1
138568,creamy and delicious!,1
151217,Excellent product and service!,1
216486,Tug-a-jug gets my dog's approval,1
113947,Cookies,1
331656,LOVING IT!,1
292634,Cook it literally,1
276632,Good sub for cow milk,1
55899,5 HRS. OF ENERGY,1
73590,excellent flavor,1
258776,I LOVE these snacks,1
391716,FUN!! Kids Loved Them!!,1
246358,Nice cracker!,1
458826,I Love Kind Bars,1
54896,good tasting treat but at a high price,1
379529,Gluten Free Oreos!,1
502215,Best I've Ever Had,1
105822,Yum!,1
253378,Great organic alternative,1
118831,Finicky Chihuahua's love it,1
226436,Definitely worth trying!,1
469160,Good taste and good value with Subscribe and Save,1
181973,Diamond's Beef & Meal,1
133501,Best jerky size/brand/flavor you can get,1
225459,Love all HappyBaby Tots!,1
137752,I really love these.,1
275909,Loves them!,1
259634,yummy cooking,1
187128,Amaretto creamer,1
56224,WOW!  Great product but OUTRAGEOUS price!,1
263073,awesome !,1
182315,Good Product for people with Celiac Disease,1
333078,really great product delicious!,1
494452,best cup of joe i've ever had,1
49708,"really great product, dogs doing well on",1
68771,buy in bulk!,1
331689,My favorite one so far...,1
362905,Great Value!,1
371029,Love this creamer!,1
325793,Salted Almonds,1
254336,Great Taste for Zero Calories,1
73380,No competition,1
493612,Shipping too high,1
56941,Outstanding Product,1
136784,The Best,1
234283,Love this tea!,1
460298,Still like it and want to buy more!!,1
233967,"!!Fast Delivery, excellent mate!!!!, thank you!!!!",1
458368,Orange marmalade,1
375359,Mabel loves these treats.,1
101664,"Quick easy, no mess coffee",1
232042,Yummy treats,1
219442,Love the Green Tomato Salad - Closest to what my Mom Made!,1
202677,AWESOME FLAVOR!,1
14690,"Excellent nutrition, picky eater likes it",1
357709,Best Cinanmon Tea Ever,1
391250,Yummmmmmmmy,1
95865,specially made for hot beverages - doesn't curdle!,1
218040,dream chicken treats,1
112310,Keurig coffee refils,1
450791,Delicious!,1
424448,Works great!,1
505717,Cost effective & so far a good alternative,1
387226,You cannot go wrong with these delicious gnocchi!,1
210426,BEST COFFEE EVER,1
217241,Best Tea Ever,1
399054,Very delicious!,1
253552,Tasty,1
132740,Chihuhua Chew,1
166089,A fine cup of smoky tea,1
301220,Boston Terriers with sensitive stomachs.,1
437660,Fantastic!,1
442001,A Matcha A Day Keeps The Doctor Away,1
238737,Coffee Review,1
269958,This is the ONLY food my dog will eat,1
174404,Order this yesterday and it is already here!,1
110980,OMG ... Yummy,1
50404,Fruity amazingness!,1
493493,Lard of the Rings!,1
196640,Great Stuff!,1
60180,Skate with the Big Boys...,1
500062,Timothy's World Coffee - Midnight Magic,1
167291,Great coffee (even for decaf!),1
450380,Great Popcorn!,1
487049,medium strength,1
396537,Makes great chips,1
27507,Awesome!  Strongly recommend.,1
76577,Great Coffee,1
437749,The Best,1
337014,Great popper popcorn!,1
220883,"Wow!!!!! Hot, Hot, Hot... But Very Good Stuff.",1
260050,Cat Love These,1
83344,PERFECT CUP OF TEA!,1
523161,"Delicious, healthy hot or cold  protein espresso drink",1
179140,"High Qulaity Seeds, Sweet Bourbon flavor",1
164558,Celtic sea salt best value,1
292376,Great tasting and handy!,1
417220,Love this oil,1
17004,Great for gifts and for use in your own kitchen!,1
10339,French Toast,1
498422,Perfect Tea,1
395376,IT WORKS PERIOD,1
330418,High quality spice,1
158472,Similar to Jamaica Blue Mountain,1
332195,Best snack chip ever!,1
306192,my cat loves these,1
493244,at last healthy snacks kids LOVE,1
223471,Stacy's Pita Chips,1
371913,Outstanding product,1
519561,A wonderful Product,1
350466,SO Good,1
525057,Best hot chocolate,1
432703,The best we've found,1
270959,Mad about this product,1
494184,My picky dog loves these treats!,1
240171,Impressed,1
366889,Szechuan Peppercorns,1
383297,"Nellie & Joe's Famous Key West Lime Juice, Original makes the best key lime desserts",1
452321,Grove Square Cappuccino,1
484070,Addictive,1
295156,Nana's Ginger Cookies Rock!! Go Nana!!,1
481332,A good Bold coffee,1
290643,best flour ever,1
318754,Yummy!,1
256462,Great!,1
311940,This is a very good kind of chocolate.,1
525194,hot cocoa,1
176152,Yummy,1
232343,:),1
289663,Can stop eating it!,1
331219,Ideal diet for a Rhodesian Ridgeback,1
159634,Great!,1
15273,It was pleasure to try.,1
207773,Amazing!,1
498266,Used this for our party favors,1
493566,WORKS WONDERS!!!,1
267291,best taste and flavor,1
432759,Go Caribou!,1
127613,Calming and flavourful,1
65029,"The best Wheat Free, Dairy Free, Egg Free Cookies",1
283599,"If you found this item, you are one of the lucky ones",1
294557,Kettle Baked HIckory Honey BBQ---YUM!,1
61310,Really Good,1
375752,Pegetables,1
27425,Good Product!,1
404460,This taste just like real food but then it is real food,1
93461,Great Food Great Price - Baby Asher Approved!,1
176156,Delicious,1
496019,I'M AMAZES.MY DOG LOVE THIS FOOD,1
